dokument_uid,dokument_titel,dokument_geschaeftstitel_deutsch,dokument_geschaeftstitel_franz,dokument_typ_deutsch,dokument_typ_franz,dokument_ziel_publikation,dokument_url,dokument_geschaeft_uid,dokument_session_uid,Übersicht vom_x,geschaeft_uid,geschaeft_nr,geschaeft_titel_deutsch,geschaeft_titel_franz,geschaeft_typ_deutsch,geschaeft_typ_franz,geschaeft_vorstoss_nummer,geschaeft_federfuehrung_name_deutsch,geschaeft_federfuehrung_name_franz,geschaeft_federfuehrung_kuerzel_deutsch,geschaeft_federfuehrung_kuerzel_franz,geschaeft_vorberatende_kommission_uid,geschaeft_vorberatende_kommission_deutsch,geschaeft_vorberatende_kommission_franz,geschaeft_vorstoss_hauptvorstoesser_uid,geschaeft_vorstoss_hauptvorstoesser_vorname,geschaeft_vorstoss_hauptvorstoesser_name,geschaeft_vorstoss_mitvorstoesser_namen_liste,geschaeft_vorstoss_weitere_mitunterzeichner_anzahl,geschaeft_vorstoss_kommission_uid,geschaeft_vorstoss_kommission_name_deutsch,geschaeft_vorstoss_kommission_name_franz,geschaeft_vorstoss_fraktion_name_deutsch,geschaeft_vorstoss_fraktion_name_franz,geschaeft_vorstoss_eingereicht_datum,geschaeft_vorstoss_zurueckgezogen_datum,geschaeft_vorstoss_dringlichkeit_beantragt,geschaeft_vorstoss_dringlichkeit_gewaehrt,geschaeft_vorstoss_zurueckweisung_datum,geschaeft_referendumsart_deutsch,geschaeft_referendumsart_franz,geschaeft_letzte_behandlung_datum,geschaeft_letzte_behandlung_uhrzeit,geschaeft_beschluss_deutsch,geschaeft_beschluss_franz,geschaeft_beschlussdetail_deutsch,geschaeft_beschlussdetail_franz,Übersicht vom_y
729e971f719b4baf8f401e4330550152,Vorstoss-de,"Integration für Flüchtlinge fordern, fördern und ermöglichen – so früh wie möglich!","Revendiquons, encourageons et favorisons au plus vite l’intégration des personnes réfugiées !",Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/729e971f719b4baf8f401e4330550152-332.pdf,91ee08abf6b849c883fe092343ea7c6c,,2025-05-16 13:30,91ee08abf6b849c883fe092343ea7c6c,2023.RRGR.209,"Integration für Flüchtlinge fordern, fördern und ermöglichen – so früh wie möglich!","Revendiquons, encourageons et favorisons au plus vite l’intégration des personnes réfugiées !",Motion,Motion,159-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,b714c5d71c864e218118ad2eedb5da57,Philippe,Messerli,Hanspeter Steiner;Marianne Schild;Samantha Dunning;Elisabeth Dubler,0.0,,,,,,2023-06-15,,N,,,,,2023-12-05,17.00–19.00,Annahme als Postulat,Adoption sous forme de postulat,,,2025-05-16 13:00
ebdd68da56a9443f8a9d5c55e411b723,Vorstoss-fr,"Integration für Flüchtlinge fordern, fördern und ermöglichen – so früh wie möglich!","Revendiquons, encourageons et favorisons au plus vite l’intégration des personnes réfugiées !",Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/ebdd68da56a9443f8a9d5c55e411b723-332.pdf,91ee08abf6b849c883fe092343ea7c6c,,2025-05-16 13:30,91ee08abf6b849c883fe092343ea7c6c,2023.RRGR.209,"Integration für Flüchtlinge fordern, fördern und ermöglichen – so früh wie möglich!","Revendiquons, encourageons et favorisons au plus vite l’intégration des personnes réfugiées !",Motion,Motion,159-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,b714c5d71c864e218118ad2eedb5da57,Philippe,Messerli,Hanspeter Steiner;Marianne Schild;Samantha Dunning;Elisabeth Dubler,0.0,,,,,,2023-06-15,,N,,,,,2023-12-05,17.00–19.00,Annahme als Postulat,Adoption sous forme de postulat,,,2025-05-16 13:00
4c05928b81a440a8a6ed95e65f81f6dd,Vorstoss-de,"Chance auf Berufsbildung für alle Jugendlichen, unabhängig vom Aufenthaltsstatus","Donner à l`ensemble des jeunes une chance d`acquérir une formation professionnelle, quel que soit leur statut de séjour",Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/4c05928b81a440a8a6ed95e65f81f6dd-332.pdf,744ead7f064d4325a269cf909bc72dce,,2025-05-16 13:30,744ead7f064d4325a269cf909bc72dce,2024.RRGR.42,"Chance auf Berufsbildung für alle Jugendlichen, unabhängig vom Aufenthaltsstatus","Donner à l`ensemble des jeunes une chance d`acquérir une formation professionnelle, quel que soit leur statut de séjour",Motion,Motion,022-2024,BKD Bildungs- und Kulturdirektion,INC Direction de l’instruction publique et de la culture,BKD,INC,,,,b7b669f1a35342289c7eaadb05026501,Karin,Berger-Sturm,Michael Ritter;Seraina Patzen;Hannes Zaugg-Graf;Maya Weber Hadorn;Hanspeter Steiner;Simone Leuenberger,0.0,,,,,,2024-03-04,,J,J,,,,2024-06-11,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme als Postulat (75 Ja, 69 Nein, 3 Enthaltungen)Ziffer 2: Annahme als Postulat (100 Ja, 48 Nein, 0 Enthaltungen)Ziffer 2: Annahme der Abschreibung (78 Ja, 69 Nein, 0 Enthaltungen)","Chiffre 1 : adoption sous forme de postulat (75 oui, 69 non, 3 abstentions)Chiffre 2 : adoption sous forme de postulat (100 noui, 48 non, 0 abstentions)Chiffre 2 : adoption du classement (78 oui, 69 non, 0 abstentions)",2025-05-16 13:00
359ecdc926c44c049ef7cd535f5a5de1,Vorstoss-fr,"Chance auf Berufsbildung für alle Jugendlichen, unabhängig vom Aufenthaltsstatus","Donner à l`ensemble des jeunes une chance d`acquérir une formation professionnelle, quel que soit leur statut de séjour",Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/359ecdc926c44c049ef7cd535f5a5de1-332.pdf,744ead7f064d4325a269cf909bc72dce,,2025-05-16 13:30,744ead7f064d4325a269cf909bc72dce,2024.RRGR.42,"Chance auf Berufsbildung für alle Jugendlichen, unabhängig vom Aufenthaltsstatus","Donner à l`ensemble des jeunes une chance d`acquérir une formation professionnelle, quel que soit leur statut de séjour",Motion,Motion,022-2024,BKD Bildungs- und Kulturdirektion,INC Direction de l’instruction publique et de la culture,BKD,INC,,,,b7b669f1a35342289c7eaadb05026501,Karin,Berger-Sturm,Michael Ritter;Seraina Patzen;Hannes Zaugg-Graf;Maya Weber Hadorn;Hanspeter Steiner;Simone Leuenberger,0.0,,,,,,2024-03-04,,J,J,,,,2024-06-11,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme als Postulat (75 Ja, 69 Nein, 3 Enthaltungen)Ziffer 2: Annahme als Postulat (100 Ja, 48 Nein, 0 Enthaltungen)Ziffer 2: Annahme der Abschreibung (78 Ja, 69 Nein, 0 Enthaltungen)","Chiffre 1 : adoption sous forme de postulat (75 oui, 69 non, 3 abstentions)Chiffre 2 : adoption sous forme de postulat (100 noui, 48 non, 0 abstentions)Chiffre 2 : adoption du classement (78 oui, 69 non, 0 abstentions)",2025-05-16 13:00
f5bd18f8f3e949feb4dce15526f3aeef,M-071-2015-vorstosstext-de,Konsequentes Eingreifen der Polizei verbessert die Sicherheit der Bevölkerung,Sécurité de la population: la police doit pouvoir faire son travail,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/f5bd18f8f3e949feb4dce15526f3aeef-332.pdf,60d315629e7540e2a70fd76c73a45b51,,2025-05-16 13:30,60d315629e7540e2a70fd76c73a45b51,2015.RRGR.249,Konsequentes Eingreifen der Polizei verbessert die Sicherheit der Bevölkerung,Sécurité de la population: la police doit pouvoir faire son travail,Motion,Motion,071-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,ee7f87a3561741459a7880ac7baed30a,Sabina,Geissbühler-Strupler,Thomas Fuchs;Mathias Müller,0.0,,,,,,2015-03-09,,J,N,,,,2015-09-09,09.00-11.45,Annahme und gleichzeitige Abschreibung,Adoption et classement,,,2025-05-16 13:00
28576e8253b94176a7f66054380c1f78,M-071-2015-vorstosstext-fr,Konsequentes Eingreifen der Polizei verbessert die Sicherheit der Bevölkerung,Sécurité de la population: la police doit pouvoir faire son travail,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/28576e8253b94176a7f66054380c1f78-332.pdf,60d315629e7540e2a70fd76c73a45b51,,2025-05-16 13:30,60d315629e7540e2a70fd76c73a45b51,2015.RRGR.249,Konsequentes Eingreifen der Polizei verbessert die Sicherheit der Bevölkerung,Sécurité de la population: la police doit pouvoir faire son travail,Motion,Motion,071-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,ee7f87a3561741459a7880ac7baed30a,Sabina,Geissbühler-Strupler,Thomas Fuchs;Mathias Müller,0.0,,,,,,2015-03-09,,J,N,,,,2015-09-09,09.00-11.45,Annahme und gleichzeitige Abschreibung,Adoption et classement,,,2025-05-16 13:00
e95a5bf3cae749ce85fb9cffd68f29b2,M-264-2014-vorstosstext-fr,Zweckentfremdete Verwendung der Gelder aus dem Lastenausgleich durch die Gemeinden,Allocation des fonds de la compensation des charges dans les communes,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/e95a5bf3cae749ce85fb9cffd68f29b2-332.pdf,4566664f590742d787c11fe1a8bd2ea5,,2025-05-16 13:30,4566664f590742d787c11fe1a8bd2ea5,2014.RRGR.1203,Zweckentfremdete Verwendung der Gelder aus dem Lastenausgleich durch die Gemeinden,Allocation des fonds de la compensation des charges dans les communes,Motion,Motion,264-2014,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Pierre-Yves Grivel,26.0,,,,,,2014-11-24,,J,J,,,,2015-03-18,13.30-16.30,Annahme,Adoption,,,2025-05-16 13:00
a2940fc592054da6bd3f9410f9610a90,M-264-2014-vorstosstext-de,Zweckentfremdete Verwendung der Gelder aus dem Lastenausgleich durch die Gemeinden,Allocation des fonds de la compensation des charges dans les communes,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/a2940fc592054da6bd3f9410f9610a90-332.pdf,4566664f590742d787c11fe1a8bd2ea5,,2025-05-16 13:30,4566664f590742d787c11fe1a8bd2ea5,2014.RRGR.1203,Zweckentfremdete Verwendung der Gelder aus dem Lastenausgleich durch die Gemeinden,Allocation des fonds de la compensation des charges dans les communes,Motion,Motion,264-2014,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Pierre-Yves Grivel,26.0,,,,,,2014-11-24,,J,J,,,,2015-03-18,13.30-16.30,Annahme,Adoption,,,2025-05-16 13:00
7a008175355d44d3882407272773ae6b,M-250-2014-vorstosstext-fr,Cannabispräventionskampagne als wichtiger Beitrag zur Gesundheitsförderung,Campagne de prévention contre la consommation de cannabis: un bon moyen de promotion de la santé,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/7a008175355d44d3882407272773ae6b-332.pdf,65db033c3da44e5bb7297d6d4b022b68,,2025-05-16 13:30,65db033c3da44e5bb7297d6d4b022b68,2014.RRGR.1172,Cannabispräventionskampagne als wichtiger Beitrag zur Gesundheitsförderung,Campagne de prévention contre la consommation de cannabis: un bon moyen de promotion de la santé,Motion,Motion,250-2014,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,ee7f87a3561741459a7880ac7baed30a,Sabina,Geissbühler-Strupler,Thomas Fuchs;Mathias Müller,13.0,,,,,,2014-11-20,,N,,,,,2015-06-09,13.30-16.30,Ablehnung,Rejet,,,2025-05-16 13:00
1a8d0ece70714288b9bae0bbc9e9c176,M-250-2014-vorstosstext-de,Cannabispräventionskampagne als wichtiger Beitrag zur Gesundheitsförderung,Campagne de prévention contre la consommation de cannabis: un bon moyen de promotion de la santé,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/1a8d0ece70714288b9bae0bbc9e9c176-332.pdf,65db033c3da44e5bb7297d6d4b022b68,,2025-05-16 13:30,65db033c3da44e5bb7297d6d4b022b68,2014.RRGR.1172,Cannabispräventionskampagne als wichtiger Beitrag zur Gesundheitsförderung,Campagne de prévention contre la consommation de cannabis: un bon moyen de promotion de la santé,Motion,Motion,250-2014,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,ee7f87a3561741459a7880ac7baed30a,Sabina,Geissbühler-Strupler,Thomas Fuchs;Mathias Müller,13.0,,,,,,2014-11-20,,N,,,,,2015-06-09,13.30-16.30,Ablehnung,Rejet,,,2025-05-16 13:00
0ffc0b738dd1483e975bb9b0a5fc330a,M-111-2016-vorstosstext-de,Salzhandel ist keine Staatsaufgabe: Salzregal abschaffen,Abolition de la régale du sel,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/0ffc0b738dd1483e975bb9b0a5fc330a-332.pdf,df751cc054e34c13a46d15fdf0434921,,2025-05-16 13:30,df751cc054e34c13a46d15fdf0434921,2016.RRGR.569,Salzhandel ist keine Staatsaufgabe: Salzregal abschaffen,Abolition de la régale du sel,Motion,Motion,111-2016,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,13224e26872d4b9fa81c3fd3d0c6354f,Michael,Köpfli,Adrian Haas;Patric Bhend;Mathias Müller;Ruedi Löffel-Wenger;Daniel Beutler,9.0,,,,,,2016-06-01,,N,,,,,2017-01-24,09.00-11.45,Ablehnung,Rejet,,,2025-05-16 13:00
ecb5748d8fa84e43bebcabf87f31a693,M-111-2016-vorstosstext-fr,Salzhandel ist keine Staatsaufgabe: Salzregal abschaffen,Abolition de la régale du sel,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/ecb5748d8fa84e43bebcabf87f31a693-332.pdf,df751cc054e34c13a46d15fdf0434921,,2025-05-16 13:30,df751cc054e34c13a46d15fdf0434921,2016.RRGR.569,Salzhandel ist keine Staatsaufgabe: Salzregal abschaffen,Abolition de la régale du sel,Motion,Motion,111-2016,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,13224e26872d4b9fa81c3fd3d0c6354f,Michael,Köpfli,Adrian Haas;Patric Bhend;Mathias Müller;Ruedi Löffel-Wenger;Daniel Beutler,9.0,,,,,,2016-06-01,,N,,,,,2017-01-24,09.00-11.45,Ablehnung,Rejet,,,2025-05-16 13:00
973e29503b89498b89541e8f49c50501,Vorstoss-de,Sichere Kommunikation und Datenaustausch,Sécurité de la communication et échange des données,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/973e29503b89498b89541e8f49c50501-332.pdf,2849ba4db68c49c2881cc04efff1664b,,2025-05-16 13:30,2849ba4db68c49c2881cc04efff1664b,2018.RRGR.737,Sichere Kommunikation und Datenaustausch,Sécurité de la communication et échange des données,Motion,Motion,277-2018,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,feed51cd852b452d820c5c50003e72df,Thomas,Gerber,Ulrich Egger;Mathias Müller;Christa Ammann,14.0,,,,,,2018-11-28,,N,,,,,2019-09-10,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme und gleichzeitige Abschreibung (150 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2:	Annahme als Postulat (151 Ja, 1 Nein, 0 Enthaltungen)Ziffer 3:	Annahme (77 Ja, 75 Nein, 0 Enthaltungen)Ziffer 4:	Annahme (151 Ja, 0 Nein, 0 Enthaltungen)Ziffer 4:	Annahme Abschreibung (97 Ja, 55 Nein, 0 Enthaltungen)","Chiffre 1 : adoption et classement (150 Oui, 0 Non, 0 Abstentions)Chiffre 2 : adoption sous forme de postulat (151 Oui, 1 Non, 0 Abstentions)Chiffre 3 : adoption (77 Oui, 75 Non, 0 Abstentions)Chiffre 4 : adoption (151 Oui, 0 Non, 0 Abstentions)",2025-05-16 13:00
6ab9f39080884e3187fd6ad9af09ec38,Vorstoss-fr,Sichere Kommunikation und Datenaustausch,Sécurité de la communication et échange des données,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/6ab9f39080884e3187fd6ad9af09ec38-332.pdf,2849ba4db68c49c2881cc04efff1664b,,2025-05-16 13:30,2849ba4db68c49c2881cc04efff1664b,2018.RRGR.737,Sichere Kommunikation und Datenaustausch,Sécurité de la communication et échange des données,Motion,Motion,277-2018,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,feed51cd852b452d820c5c50003e72df,Thomas,Gerber,Ulrich Egger;Mathias Müller;Christa Ammann,14.0,,,,,,2018-11-28,,N,,,,,2019-09-10,13.30–16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme und gleichzeitige Abschreibung (150 Ja, 0 Nein, 0 Enthaltungen)Ziffer 2:	Annahme als Postulat (151 Ja, 1 Nein, 0 Enthaltungen)Ziffer 3:	Annahme (77 Ja, 75 Nein, 0 Enthaltungen)Ziffer 4:	Annahme (151 Ja, 0 Nein, 0 Enthaltungen)Ziffer 4:	Annahme Abschreibung (97 Ja, 55 Nein, 0 Enthaltungen)","Chiffre 1 : adoption et classement (150 Oui, 0 Non, 0 Abstentions)Chiffre 2 : adoption sous forme de postulat (151 Oui, 1 Non, 0 Abstentions)Chiffre 3 : adoption (77 Oui, 75 Non, 0 Abstentions)Chiffre 4 : adoption (151 Oui, 0 Non, 0 Abstentions)",2025-05-16 13:00
acaa9e7654e64be4bd84b65908258bca,Vorstoss-de,Nicht noch mehr Arbeitslosengelder für Grenzgänger,Encore plus d`indemnités de chômage pour les frontaliers ? Non !,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/acaa9e7654e64be4bd84b65908258bca-332.pdf,e0f330a6beea4b3686bd3345e0bd7c6c,,2025-05-16 13:30,e0f330a6beea4b3686bd3345e0bd7c6c,2018.RRGR.746,Nicht noch mehr Arbeitslosengelder für Grenzgänger,Encore plus d`indemnités de chômage pour les frontaliers ? Non !,Motion,Motion,286-2018,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Samuel Leuenberger;Patrick Freudiger,2.0,,,,,,2018-11-28,,N,,,,,2019-09-03,13.30–16.30,Ablehnung,Rejet,,,2025-05-16 13:00
11b3583497e940809ca11db9b62a5d83,Vorstoss-fr,Nicht noch mehr Arbeitslosengelder für Grenzgänger,Encore plus d`indemnités de chômage pour les frontaliers ? Non !,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/11b3583497e940809ca11db9b62a5d83-332.pdf,e0f330a6beea4b3686bd3345e0bd7c6c,,2025-05-16 13:30,e0f330a6beea4b3686bd3345e0bd7c6c,2018.RRGR.746,Nicht noch mehr Arbeitslosengelder für Grenzgänger,Encore plus d`indemnités de chômage pour les frontaliers ? Non !,Motion,Motion,286-2018,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,d19954ac4dda4bd181687aac78e67bdc,Mathias,Müller,Samuel Leuenberger;Patrick Freudiger,2.0,,,,,,2018-11-28,,N,,,,,2019-09-03,13.30–16.30,Ablehnung,Rejet,,,2025-05-16 13:00
5fe9fbc20bd543819992a3a9c73cd28d,Vorstoss-de,Upgrade für das grossrätliche Interessenbindungsregister,Version améliorée du registre des indications fournies par les membres du Grand Conseil,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/5fe9fbc20bd543819992a3a9c73cd28d-332.pdf,e474e55011a04b67b11ca75103db65cc,,2025-05-16 13:30,e474e55011a04b67b11ca75103db65cc,2020.RRGR.65,Upgrade für das grossrätliche Interessenbindungsregister,Version améliorée du registre des indications fournies par les membres du Grand Conseil,Motion,Motion,044-2020,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Natalie Imboden;Samuel Kullmann;Mohamed Hamdaoui;Ursula Zybach;Mathias Müller;Jan Gnägi;Barbara Streit-Stettler,0.0,,,,,,2020-03-05,,N,,,,,2020-12-03,13.30–16.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (103 Ja, 28 Nein, 2 Enthaltungen)Ziffer 2: Annahme als Postulat (124 Ja, 10 Nein, 1 Enthaltungen)Ziffer 3: Annahme als Postulat (123 Ja, 6 Nein, 3 Enthaltungen)Ziffer 4: Annahme (95 Ja, 36 Nein, 1 Enthaltungen)","Chiffre 1 : adoption (103 Oui, 28 Non, 2 Abstentions)Chiffre 2 : adoption sous forme de postulat (124 Oui, 10 Non, 1 Abstentions)Chiffre 3 : adoption sous forme de postulat (123 Oui, 6 Non, 3 Abstentions)Chiffre 4 : adoption (95 Oui, 36 Non, 1 Abstentions)",2025-05-16 13:00
a8e21cd7bd9545beb60f866ccbb97ad5,Vorstoss-fr,Upgrade für das grossrätliche Interessenbindungsregister,Version améliorée du registre des indications fournies par les membres du Grand Conseil,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/a8e21cd7bd9545beb60f866ccbb97ad5-332.pdf,e474e55011a04b67b11ca75103db65cc,,2025-05-16 13:30,e474e55011a04b67b11ca75103db65cc,2020.RRGR.65,Upgrade für das grossrätliche Interessenbindungsregister,Version améliorée du registre des indications fournies par les membres du Grand Conseil,Motion,Motion,044-2020,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,0e0d61d4a8f04eaea30c71d0adef50e9,Casimir,von Arx,Natalie Imboden;Samuel Kullmann;Mohamed Hamdaoui;Ursula Zybach;Mathias Müller;Jan Gnägi;Barbara Streit-Stettler,0.0,,,,,,2020-03-05,,N,,,,,2020-12-03,13.30–16.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (103 Ja, 28 Nein, 2 Enthaltungen)Ziffer 2: Annahme als Postulat (124 Ja, 10 Nein, 1 Enthaltungen)Ziffer 3: Annahme als Postulat (123 Ja, 6 Nein, 3 Enthaltungen)Ziffer 4: Annahme (95 Ja, 36 Nein, 1 Enthaltungen)","Chiffre 1 : adoption (103 Oui, 28 Non, 2 Abstentions)Chiffre 2 : adoption sous forme de postulat (124 Oui, 10 Non, 1 Abstentions)Chiffre 3 : adoption sous forme de postulat (123 Oui, 6 Non, 3 Abstentions)Chiffre 4 : adoption (95 Oui, 36 Non, 1 Abstentions)",2025-05-16 13:00
82d4a94e486746aca946c23680194240,Vorstoss-de,Wöchentliches Tagessystem anstelle des Sessionsmodells,Remplaçons le modèle des sessions par des séances hebdomadaires !,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/82d4a94e486746aca946c23680194240-332.pdf,456a5da6147a4721bce5f40696d039f2,,2025-05-16 13:30,456a5da6147a4721bce5f40696d039f2,2020.RRGR.218,Wöchentliches Tagessystem anstelle des Sessionsmodells,Remplaçons le modèle des sessions par des séances hebdomadaires !,Motion,Motion,164-2020,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,69eefddadb0547e1812682ff839a106f,Sarah,Gabi Schönenberger,Samuel Kullmann;Christoph Grupp;Andrea Zryd;Mathias Müller;Melanie Beutler-Hohenberger,0.0,,,,,,2020-06-09,,N,,,,,2021-03-11,13.00–16.00,Ablehnung,Rejet,,,2025-05-16 13:00
0df85687da884c18b780785e47063fbe,Vorstoss-fr,Wöchentliches Tagessystem anstelle des Sessionsmodells,Remplaçons le modèle des sessions par des séances hebdomadaires !,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/0df85687da884c18b780785e47063fbe-332.pdf,456a5da6147a4721bce5f40696d039f2,,2025-05-16 13:30,456a5da6147a4721bce5f40696d039f2,2020.RRGR.218,Wöchentliches Tagessystem anstelle des Sessionsmodells,Remplaçons le modèle des sessions par des séances hebdomadaires !,Motion,Motion,164-2020,GR Grosser Rat,GC Grand Conseil,GR,GC,,,,69eefddadb0547e1812682ff839a106f,Sarah,Gabi Schönenberger,Samuel Kullmann;Christoph Grupp;Andrea Zryd;Mathias Müller;Melanie Beutler-Hohenberger,0.0,,,,,,2020-06-09,,N,,,,,2021-03-11,13.00–16.00,Ablehnung,Rejet,,,2025-05-16 13:00
69373f8ee7114636af64a70c539ddf76,Vorstoss-de,Aufhebung des schikanösen Tempo-30-Abschnitts auf der Reuchenettestrasse in Biel!,"Suppression d`une limite de vitesse tracassière (30) à la route de Reuchenette, à Bienne !",Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/69373f8ee7114636af64a70c539ddf76-332.pdf,94f726d372d64c1ba6795fec9e90aeea,,2025-05-16 13:30,94f726d372d64c1ba6795fec9e90aeea,2020.RRGR.293,Aufhebung des schikanösen Tempo-30-Abschnitts auf der Reuchenettestrasse in Biel!,"Suppression d`une limite de vitesse tracassière (30) à la route de Reuchenette, à Bienne !",Motion,Motion,223-2020,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,7ee6bfb9f28c4d4f8be9b847a79382b8,Sandra,Schneider,Roland Benoit;Mohamed Hamdaoui;Mathias Müller;Pierre-Yves Grivel;Peter Moser,0.0,,,,,,2020-09-03,,N,,,,,2021-03-17,13.00–16.30,Annahme als Postulat,Adoption sous forme de postulat,Der Grossratspräsident gibt den Stichentscheid,Le président du Grand Conseil tranche,2025-05-16 13:00
71f6a3a2c43c444a899901cb6d82342e,Vorstoss-fr,Aufhebung des schikanösen Tempo-30-Abschnitts auf der Reuchenettestrasse in Biel!,"Suppression d`une limite de vitesse tracassière (30) à la route de Reuchenette, à Bienne !",Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/71f6a3a2c43c444a899901cb6d82342e-332.pdf,94f726d372d64c1ba6795fec9e90aeea,,2025-05-16 13:30,94f726d372d64c1ba6795fec9e90aeea,2020.RRGR.293,Aufhebung des schikanösen Tempo-30-Abschnitts auf der Reuchenettestrasse in Biel!,"Suppression d`une limite de vitesse tracassière (30) à la route de Reuchenette, à Bienne !",Motion,Motion,223-2020,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,7ee6bfb9f28c4d4f8be9b847a79382b8,Sandra,Schneider,Roland Benoit;Mohamed Hamdaoui;Mathias Müller;Pierre-Yves Grivel;Peter Moser,0.0,,,,,,2020-09-03,,N,,,,,2021-03-17,13.00–16.30,Annahme als Postulat,Adoption sous forme de postulat,Der Grossratspräsident gibt den Stichentscheid,Le président du Grand Conseil tranche,2025-05-16 13:00
