dokument_uid,dokument_titel,dokument_geschaeftstitel_deutsch,dokument_geschaeftstitel_franz,dokument_typ_deutsch,dokument_typ_franz,dokument_ziel_publikation,dokument_url,dokument_geschaeft_uid,dokument_session_uid,Übersicht vom_x,geschaeft_uid,geschaeft_nr,geschaeft_titel_deutsch,geschaeft_titel_franz,geschaeft_typ_deutsch,geschaeft_typ_franz,geschaeft_vorstoss_nummer,geschaeft_federfuehrung_name_deutsch,geschaeft_federfuehrung_name_franz,geschaeft_federfuehrung_kuerzel_deutsch,geschaeft_federfuehrung_kuerzel_franz,geschaeft_vorberatende_kommission_uid,geschaeft_vorberatende_kommission_deutsch,geschaeft_vorberatende_kommission_franz,geschaeft_vorstoss_hauptvorstoesser_uid,geschaeft_vorstoss_hauptvorstoesser_vorname,geschaeft_vorstoss_hauptvorstoesser_name,geschaeft_vorstoss_mitvorstoesser_namen_liste,geschaeft_vorstoss_weitere_mitunterzeichner_anzahl,geschaeft_vorstoss_kommission_uid,geschaeft_vorstoss_kommission_name_deutsch,geschaeft_vorstoss_kommission_name_franz,geschaeft_vorstoss_fraktion_name_deutsch,geschaeft_vorstoss_fraktion_name_franz,geschaeft_vorstoss_eingereicht_datum,geschaeft_vorstoss_zurueckgezogen_datum,geschaeft_vorstoss_dringlichkeit_beantragt,geschaeft_vorstoss_dringlichkeit_gewaehrt,geschaeft_vorstoss_zurueckweisung_datum,geschaeft_referendumsart_deutsch,geschaeft_referendumsart_franz,geschaeft_letzte_behandlung_datum,geschaeft_letzte_behandlung_uhrzeit,geschaeft_beschluss_deutsch,geschaeft_beschluss_franz,geschaeft_beschlussdetail_deutsch,geschaeft_beschlussdetail_franz,Übersicht vom_y
556908c88fc6455fa7c44d336406168d,Vorstoss-fr,Integration von jungen Erwachsenen aktiv fördern,Encourager activement l’intégration des jeunes adultes,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/556908c88fc6455fa7c44d336406168d-332.pdf,1a2d7baf903f46808cc3346329eb8dc3,,2025-05-16 13:30,1a2d7baf903f46808cc3346329eb8dc3,2021.RRGR.304,Integration von jungen Erwachsenen aktiv fördern,Encourager activement l’intégration des jeunes adultes,Motion,Motion,203-2021,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,2de6dff3e38a47c79120a22b7416bfc6,Lydia,Baumgartner,Margrit Junker Burkhard;Regina Fuhrer-Wyss,11.0,,,,,,2021-09-14,,N,,,,,2022-03-16,13.30–16.30,Ablehnung,Rejet,,,2025-05-16 13:00
717706864a8142dfae9c402a396a7b2e,M-072-2014-vorstosstext-de,Verzicht auf einen Teil der vorgesehenen Kürzungen im Rahmen der Angebots- und Strukturüberprüfung (ASP),Abandon d`une partie des coupes budgétaires votées dans le cadre de l`EOS,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/717706864a8142dfae9c402a396a7b2e-332.pdf,d74068e8898f4286b3ffa79cb7f54501,,2025-05-16 13:30,d74068e8898f4286b3ffa79cb7f54501,2014.RRGR.307,Verzicht auf einen Teil der vorgesehenen Kürzungen im Rahmen der Angebots- und Strukturüberprüfung (ASP),Abandon d`une partie des coupes budgétaires votées dans le cadre de l`EOS,Motion,Motion,072-2014,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,,0.0,,,,,,2014-03-16,,J,J,,,,2014-06-10,17.00-19.00,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
2827185fcbb24df3a669515334206cd0,M-072-2014-vorstosstext-fr,Verzicht auf einen Teil der vorgesehenen Kürzungen im Rahmen der Angebots- und Strukturüberprüfung (ASP),Abandon d`une partie des coupes budgétaires votées dans le cadre de l`EOS,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/2827185fcbb24df3a669515334206cd0-332.pdf,d74068e8898f4286b3ffa79cb7f54501,,2025-05-16 13:30,d74068e8898f4286b3ffa79cb7f54501,2014.RRGR.307,Verzicht auf einen Teil der vorgesehenen Kürzungen im Rahmen der Angebots- und Strukturüberprüfung (ASP),Abandon d`une partie des coupes budgétaires votées dans le cadre de l`EOS,Motion,Motion,072-2014,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,,0.0,,,,,,2014-03-16,,J,J,,,,2014-06-10,17.00-19.00,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
0567d1f9979c4a25af45806ab6c0fa71,M-181-2015-vorstosstext-fr,Privatisierung von Polizeiaufgaben stoppen,Halte à la privatisation des tâches de police,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/0567d1f9979c4a25af45806ab6c0fa71-332.pdf,713a1bf6878a48028e693b4ade72b232,,2025-05-16 13:30,713a1bf6878a48028e693b4ade72b232,2015.RRGR.625,Privatisierung von Polizeiaufgaben stoppen,Halte à la privatisation des tâches de police,Motion,Motion,181-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Simone Machado Rebmann,12.0,,,,GRÜNE,Les VERT-E-S,2015-06-09,,N,,,,,2015-11-17,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Postulat (Ja 75, Nein 62, Enthalten 1)Ziffer 2:	Annahme als Postulat (Ja 75, Nein 58, Enthalten 2)Ziffer 3:	Annahme (Ja 80, Nein 56, Enthalten 2)Ziffer 3:	Abschreibung (Ja 132, Nein 6, Enthalten 0)Ziffer 4:	Annahme (Ja 78, Nein 57, Enthalten 3)Ziffer 4:	Abschreibung (Ja 122, Nein 15, Enthalten 0)Ziffer 5:	Zurückgezogen",,2025-05-16 13:00
47f66b3309044f0f9db6dca595caf086,M-181-2015-vorstosstext-de,Privatisierung von Polizeiaufgaben stoppen,Halte à la privatisation des tâches de police,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/47f66b3309044f0f9db6dca595caf086-332.pdf,713a1bf6878a48028e693b4ade72b232,,2025-05-16 13:30,713a1bf6878a48028e693b4ade72b232,2015.RRGR.625,Privatisierung von Polizeiaufgaben stoppen,Halte à la privatisation des tâches de police,Motion,Motion,181-2015,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Simone Machado Rebmann,12.0,,,,GRÜNE,Les VERT-E-S,2015-06-09,,N,,,,,2015-11-17,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Annahme als Postulat (Ja 75, Nein 62, Enthalten 1)Ziffer 2:	Annahme als Postulat (Ja 75, Nein 58, Enthalten 2)Ziffer 3:	Annahme (Ja 80, Nein 56, Enthalten 2)Ziffer 3:	Abschreibung (Ja 132, Nein 6, Enthalten 0)Ziffer 4:	Annahme (Ja 78, Nein 57, Enthalten 3)Ziffer 4:	Abschreibung (Ja 122, Nein 15, Enthalten 0)Ziffer 5:	Zurückgezogen",,2025-05-16 13:00
2055f34cb1ec44d493a152c8f8604b18,M-093-2017-vorstosstext-de,Die demokratische Ordnung: Urnen für alle!,Ordre démocratique: des urnes pour tous!,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/2055f34cb1ec44d493a152c8f8604b18-332.pdf,19a36a99ffcf430e98db158baffea159,,2025-05-16 13:30,19a36a99ffcf430e98db158baffea159,2017.RRGR.221,Die demokratische Ordnung: Urnen für alle!,Ordre démocratique: des urnes pour tous!,Motion,Motion,093-2017,STA Staatskanzlei,CHA Chancellerie d’État,STA,CHA,,,,4bd6e00505374886a2dda441601fbbbb,Simone,Machado Rebmann,Hasim Sancar;Mohamed Hamdaoui;Barbara Streit-Stettler,18.0,,,,,,2017-03-28,,N,,,,,2017-11-20,13.30-16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Ablehnung (Ja 52, Nein 97, Enthalten 0)Ziffer 2:	Ablehnung (Ja 65, Nein 83, Enthalten 1)Ziffer 3:	wird zurückgezogen",,2025-05-16 13:00
638ec292f22040be98333d74b5217c24,M-093-2017-vorstosstext-fr,Die demokratische Ordnung: Urnen für alle!,Ordre démocratique: des urnes pour tous!,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/638ec292f22040be98333d74b5217c24-332.pdf,19a36a99ffcf430e98db158baffea159,,2025-05-16 13:30,19a36a99ffcf430e98db158baffea159,2017.RRGR.221,Die demokratische Ordnung: Urnen für alle!,Ordre démocratique: des urnes pour tous!,Motion,Motion,093-2017,STA Staatskanzlei,CHA Chancellerie d’État,STA,CHA,,,,4bd6e00505374886a2dda441601fbbbb,Simone,Machado Rebmann,Hasim Sancar;Mohamed Hamdaoui;Barbara Streit-Stettler,18.0,,,,,,2017-03-28,,N,,,,,2017-11-20,13.30-16.30,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Ablehnung (Ja 52, Nein 97, Enthalten 0)Ziffer 2:	Ablehnung (Ja 65, Nein 83, Enthalten 1)Ziffer 3:	wird zurückgezogen",,2025-05-16 13:00
6cc76eda80774744810ec7cbe53e545b,Vorstoss-de,Hahnenwasser ist von bester Qualität und als Trinkwasser ökologischer,L`eau du robinet: de meilleure qualité et plus écologique,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/6cc76eda80774744810ec7cbe53e545b-332.pdf,4fc5624bcae649cfb816d212f9af5d36,,2025-05-16 13:30,4fc5624bcae649cfb816d212f9af5d36,2018.RRGR.552,Hahnenwasser ist von bester Qualität und als Trinkwasser ökologischer,L`eau du robinet: de meilleure qualité et plus écologique,Motion,Motion,188-2018,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Michel Seiler;Madeleine Graf-Rudolf,10.0,,,,,,2018-09-03,,N,,,,,2019-03-06,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Ablehnung als Postulat (66 Ja, 77 Nein, 3 Enthaltungen)Ziffer 2: Ablehnung als Postulat (59 Ja, 85 Nein, 4 Enthaltungen)","Chiffre 1 : rejet sous forme de postulat (66 Oui, 77 Non, 3 Abstentions)Chiffre 2 : rejet sous forme de postulat (59 Oui, 85 Non, 4 Abstentions)",2025-05-16 13:00
98462200464b475ba9804ac5665d2f1b,Vorstoss-fr,Hahnenwasser ist von bester Qualität und als Trinkwasser ökologischer,L`eau du robinet: de meilleure qualité et plus écologique,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/98462200464b475ba9804ac5665d2f1b-332.pdf,4fc5624bcae649cfb816d212f9af5d36,,2025-05-16 13:30,4fc5624bcae649cfb816d212f9af5d36,2018.RRGR.552,Hahnenwasser ist von bester Qualität und als Trinkwasser ökologischer,L`eau du robinet: de meilleure qualité et plus écologique,Motion,Motion,188-2018,BVD Bau- und Verkehrsdirektion,DTT Direction des travaux publics et des transports,BVD,DTT,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Michel Seiler;Madeleine Graf-Rudolf,10.0,,,,,,2018-09-03,,N,,,,,2019-03-06,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Ablehnung als Postulat (66 Ja, 77 Nein, 3 Enthaltungen)Ziffer 2: Ablehnung als Postulat (59 Ja, 85 Nein, 4 Enthaltungen)","Chiffre 1 : rejet sous forme de postulat (66 Oui, 77 Non, 3 Abstentions)Chiffre 2 : rejet sous forme de postulat (59 Oui, 85 Non, 4 Abstentions)",2025-05-16 13:00
a0f759d2ddb84b21819c5438c49314fb,Vorstoss-de,Einbürgerung nach schweizerischem Bürgerrechtsgesetz,Naturalisation selon la loi sur la nationalité suisse,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/a0f759d2ddb84b21819c5438c49314fb-332.pdf,cfee5e80a9c14ad3b000454e97f08572,,2025-05-16 13:30,cfee5e80a9c14ad3b000454e97f08572,2020.RRGR.86,Einbürgerung nach schweizerischem Bürgerrechtsgesetz,Naturalisation selon la loi sur la nationalité suisse,Motion,Motion,065-2020,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Mirjam Veglio;Barbara Streit-Stettler,0.0,,,,,,2020-03-10,,N,,,,,2021-03-18,13.00–16.00,Ablehnung,Rejet,,,2025-05-16 13:00
8d1fae4a4da34368a7fce2ded5f46725,Vorstoss-fr,Einbürgerung nach schweizerischem Bürgerrechtsgesetz,Naturalisation selon la loi sur la nationalité suisse,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/8d1fae4a4da34368a7fce2ded5f46725-332.pdf,cfee5e80a9c14ad3b000454e97f08572,,2025-05-16 13:30,cfee5e80a9c14ad3b000454e97f08572,2020.RRGR.86,Einbürgerung nach schweizerischem Bürgerrechtsgesetz,Naturalisation selon la loi sur la nationalité suisse,Motion,Motion,065-2020,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,f864e7e380554d6a8873b565299f7baf,Hasim,Sancar,Mirjam Veglio;Barbara Streit-Stettler,0.0,,,,,,2020-03-10,,N,,,,,2021-03-18,13.00–16.00,Ablehnung,Rejet,,,2025-05-16 13:00
fb7c65346afb42e4a8b0a101f22964d9,Vorstoss-de,Keine unterirdischen Kollektivunterkünfte!,Non aux centres d`hébergement collectif souterrains !,Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/fb7c65346afb42e4a8b0a101f22964d9-332.pdf,a4093324671f4d9fa36c85220f2b6f0d,,2025-05-16 13:30,a4093324671f4d9fa36c85220f2b6f0d,2023.RRGR.257,Keine unterirdischen Kollektivunterkünfte!,Non aux centres d`hébergement collectif souterrains !,Motion,Motion,188-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,be20392ad3b142579f2f0cab64883a64,Seraina,Patzen,Rahel Ruch;Hasim Sancar,10.0,,,,,,2023-09-04,,J,J,,,,2023-12-05,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (95 Ja, 52 Nein, 0 Enthaltungen)Ziffer 1: Annahme der Abschreibung (98 Ja, 47 Nein, 0 Enthaltungen)Ziffer 2: Ablehnung (61 Ja, 84 Nein, 2 Enthaltungen)Ziffer 3: Ablehnung (57 Ja, 90 Nein, 0 Enthaltungen)Ziffer 4: Ablehnung (50 Ja, 96 Nein, 0 Enthaltungen)","Chiffre 1 : adoption (95 oui, 52 non, 0 abstentions)Chiffre 1 : adoption du classement (98 oui, 47 non, 0 abstentions)Chiffre 2 : rejet (61 oui, 84 non, 2 abstentions)Chiffre 3 : rejet (57 oui, 90 non, 0 abstentions)Chiffre 4 : rejet (50 oui, 96 non, 0 abstentions)",2025-05-16 13:00
09ede6be96c64a918225c1acc3577a7b,Vorstoss-fr,Keine unterirdischen Kollektivunterkünfte!,Non aux centres d`hébergement collectif souterrains !,Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/09ede6be96c64a918225c1acc3577a7b-332.pdf,a4093324671f4d9fa36c85220f2b6f0d,,2025-05-16 13:30,a4093324671f4d9fa36c85220f2b6f0d,2023.RRGR.257,Keine unterirdischen Kollektivunterkünfte!,Non aux centres d`hébergement collectif souterrains !,Motion,Motion,188-2023,"GSI Gesundheits-, Sozial- und Integrationsdirektion","DSSI Direction de la santé, des affaires sociales et de l’intégration",GSI,DSSI,,,,be20392ad3b142579f2f0cab64883a64,Seraina,Patzen,Rahel Ruch;Hasim Sancar,10.0,,,,,,2023-09-04,,J,J,,,,2023-12-05,17.00–19.00,Punktweise beschlossen,Vote point par point,"Ziffer 1: Annahme (95 Ja, 52 Nein, 0 Enthaltungen)Ziffer 1: Annahme der Abschreibung (98 Ja, 47 Nein, 0 Enthaltungen)Ziffer 2: Ablehnung (61 Ja, 84 Nein, 2 Enthaltungen)Ziffer 3: Ablehnung (57 Ja, 90 Nein, 0 Enthaltungen)Ziffer 4: Ablehnung (50 Ja, 96 Nein, 0 Enthaltungen)","Chiffre 1 : adoption (95 oui, 52 non, 0 abstentions)Chiffre 1 : adoption du classement (98 oui, 47 non, 0 abstentions)Chiffre 2 : rejet (61 oui, 84 non, 2 abstentions)Chiffre 3 : rejet (57 oui, 90 non, 0 abstentions)Chiffre 4 : rejet (50 oui, 96 non, 0 abstentions)",2025-05-16 13:00
8e7c3a71cb754749af8f946ad3ef9c27,Vorstoss-de,Käferholz wird zukünftig in Mühleberg verstromt (Zukunftsstrategie für das Gelände des AKW-Mühleberg),Transformation du bois infesté en électricité à Mühleberg (stratégie pour l`avenir du site de la centrale nucléaire de Mühleberg),Vorstoss,Intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/8e7c3a71cb754749af8f946ad3ef9c27-332.pdf,ec84f18fef034a809fd55c8a27f99ed0,,2025-05-16 13:30,ec84f18fef034a809fd55c8a27f99ed0,2019.RRGR.246,Käferholz wird zukünftig in Mühleberg verstromt (Zukunftsstrategie für das Gelände des AKW-Mühleberg),Transformation du bois infesté en électricité à Mühleberg (stratégie pour l`avenir du site de la centrale nucléaire de Mühleberg),Motion,Motion,198-2019,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,627d7b3c8e0e456bbdbc77d52c470dcc,Christoph,Grimm,Thomas Brönnimann,0.0,,,,,,2019-08-30,,N,,,,,2020-06-09,13.30–16.15,Punktweise beschlossen,Vote point par point,"Ziffer 1: Ablehnung als Postulat (51 Ja, 80 Nein, 2 Enthaltungen)Ziffer 2: Ablehnung (50 Ja, 73 Nein, 4 Enthaltungen)Ziffer 3: Ablehnung (54 Ja, 73 Nein, 4 Enthaltungen)Ziffer 4: Ablehnung (53 Ja, 66 Nein, 6 Enthaltungen)Ziffer 5: Ablehnung (53 Ja, 72 Nein, 7 Enthaltungen)","Chiffre 1 : rejet de la motion (sous forme de postulat) (51 Oui, 80 Non, 2 Abstentions)Chiffre 2 : rejet (50 Oui, 73 Non, 4 Abstentions)Chiffre 3 : rejet (54 Oui, 73 Non, 4 Abstentions)Chiffre 4 : rejet (53 Oui, 66 Non 6 Abstentions)Chiffre 5 : rejet (53 Oui, 72 Non, 7 Abstentions)",2025-05-16 13:00
844ef9436320495b8d245181aca74c08,Vorstoss-fr,Käferholz wird zukünftig in Mühleberg verstromt (Zukunftsstrategie für das Gelände des AKW-Mühleberg),Transformation du bois infesté en électricité à Mühleberg (stratégie pour l`avenir du site de la centrale nucléaire de Mühleberg),Vorstoss,Intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/844ef9436320495b8d245181aca74c08-332.pdf,ec84f18fef034a809fd55c8a27f99ed0,,2025-05-16 13:30,ec84f18fef034a809fd55c8a27f99ed0,2019.RRGR.246,Käferholz wird zukünftig in Mühleberg verstromt (Zukunftsstrategie für das Gelände des AKW-Mühleberg),Transformation du bois infesté en électricité à Mühleberg (stratégie pour l`avenir du site de la centrale nucléaire de Mühleberg),Motion,Motion,198-2019,"WEU Wirtschafts-, Energie- und Umweltdirektion","DEEE Direction de l’économie, de l’énergie et de l’environnement",WEU,DEEE,,,,627d7b3c8e0e456bbdbc77d52c470dcc,Christoph,Grimm,Thomas Brönnimann,0.0,,,,,,2019-08-30,,N,,,,,2020-06-09,13.30–16.15,Punktweise beschlossen,Vote point par point,"Ziffer 1: Ablehnung als Postulat (51 Ja, 80 Nein, 2 Enthaltungen)Ziffer 2: Ablehnung (50 Ja, 73 Nein, 4 Enthaltungen)Ziffer 3: Ablehnung (54 Ja, 73 Nein, 4 Enthaltungen)Ziffer 4: Ablehnung (53 Ja, 66 Nein, 6 Enthaltungen)Ziffer 5: Ablehnung (53 Ja, 72 Nein, 7 Enthaltungen)","Chiffre 1 : rejet de la motion (sous forme de postulat) (51 Oui, 80 Non, 2 Abstentions)Chiffre 2 : rejet (50 Oui, 73 Non, 4 Abstentions)Chiffre 3 : rejet (54 Oui, 73 Non, 4 Abstentions)Chiffre 4 : rejet (53 Oui, 66 Non 6 Abstentions)Chiffre 5 : rejet (53 Oui, 72 Non, 7 Abstentions)",2025-05-16 13:00
978f988a5c954100847ad05c9ed2f62f,M-270-2014-vorstosstext-de,"Massnahmen im Bereich häuslicher Gewalt mit dem Ziel, die Sicherheit zu verbessern und Kosten zu sparen",Garantie de la sécurité et économies dans le domaine de la violence domestique,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/978f988a5c954100847ad05c9ed2f62f-332.pdf,17b3b99f8973467dbe6fc1c587ab605a,,2025-05-16 13:30,17b3b99f8973467dbe6fc1c587ab605a,2014.RRGR.1209,"Massnahmen im Bereich häuslicher Gewalt mit dem Ziel, die Sicherheit zu verbessern und Kosten zu sparen",Garantie de la sécurité et économies dans le domaine de la violence domestique,Motion,Motion,270-2014,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,3fefcb9904624252956e6f627f465de4,Meret,Schindler,Sabine Kronenberg;Vania Kohli;Bettina Keller,0.0,,,,,,2014-11-25,,N,,,,,2015-06-03,13.30-16.30,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
e8c2f1f97eaa46679452893dce7e1b8c,M-270-2014-vorstosstext-fr,"Massnahmen im Bereich häuslicher Gewalt mit dem Ziel, die Sicherheit zu verbessern und Kosten zu sparen",Garantie de la sécurité et économies dans le domaine de la violence domestique,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/e8c2f1f97eaa46679452893dce7e1b8c-332.pdf,17b3b99f8973467dbe6fc1c587ab605a,,2025-05-16 13:30,17b3b99f8973467dbe6fc1c587ab605a,2014.RRGR.1209,"Massnahmen im Bereich häuslicher Gewalt mit dem Ziel, die Sicherheit zu verbessern und Kosten zu sparen",Garantie de la sécurité et économies dans le domaine de la violence domestique,Motion,Motion,270-2014,SID Sicherheitsdirektion,DSE Direction de la sécurité,SID,DSE,,,,3fefcb9904624252956e6f627f465de4,Meret,Schindler,Sabine Kronenberg;Vania Kohli;Bettina Keller,0.0,,,,,,2014-11-25,,N,,,,,2015-06-03,13.30-16.30,Ablehnung als Postulat,Rejet de la motion (sous forme de postulat),,,2025-05-16 13:00
4c33841cfa7d4ee79c12004967ecba8b,M-069-2017-vorstosstext-de,Gleichstellung und Wahlfreiheit auch bei der Steuererklärung,Egalité et liberté de choix dans la déclaration d`impôt aussi,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/4c33841cfa7d4ee79c12004967ecba8b-332.pdf,cdc16e771c0f42438fed37c02909fcf8,,2025-05-16 13:30,cdc16e771c0f42438fed37c02909fcf8,2017.RRGR.185,Gleichstellung und Wahlfreiheit auch bei der Steuererklärung,Egalité et liberté de choix dans la déclaration d`impôt aussi,Motion,Motion,069-2017,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,3fefcb9904624252956e6f627f465de4,Meret,Schindler,Reto Müller;Simone Machado Rebmann;Michel Rudin,11.0,,,,,,2017-03-20,,N,,,,,2017-09-12,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Ablehnung (Ja 50, Nein 80, Enthalten 1)Ziffer 2:	Annahme (Ja 125, Nein 4, Enthalten 3)Ziffer 3: 	Annahme (Ja 129, Nein 0, Enthalten 3)",,2025-05-16 13:00
aec6c0aa84f4463bba5ae40712cf41ea,M-069-2017-vorstosstext-fr,Gleichstellung und Wahlfreiheit auch bei der Steuererklärung,Egalité et liberté de choix dans la déclaration d`impôt aussi,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/aec6c0aa84f4463bba5ae40712cf41ea-332.pdf,cdc16e771c0f42438fed37c02909fcf8,,2025-05-16 13:30,cdc16e771c0f42438fed37c02909fcf8,2017.RRGR.185,Gleichstellung und Wahlfreiheit auch bei der Steuererklärung,Egalité et liberté de choix dans la déclaration d`impôt aussi,Motion,Motion,069-2017,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,3fefcb9904624252956e6f627f465de4,Meret,Schindler,Reto Müller;Simone Machado Rebmann;Michel Rudin,11.0,,,,,,2017-03-20,,N,,,,,2017-09-12,09.00-11.45,Punktweise beschlossen,Vote point par point,"Ziffer 1:	Ablehnung (Ja 50, Nein 80, Enthalten 1)Ziffer 2:	Annahme (Ja 125, Nein 4, Enthalten 3)Ziffer 3: 	Annahme (Ja 129, Nein 0, Enthalten 3)",,2025-05-16 13:00
0571dbc601bb4acea59b3d8ce6b955c1,M-176-2018-vorstosstext-de,Finanz- &amp; Rechnungswesen im Kanton Bern vereinfachen: Reorganisation der rechnungsführenden Organisationseinheiten,Simplification des finances et de la comptabilité dans le canton de Berne : réorganisation des unités comptables,Vorstosstext,Texte de l`intervention,Deutsch,https://ogd.parl.apps.be.ch/pdf-upload/0571dbc601bb4acea59b3d8ce6b955c1-332.pdf,c1d726762d784f20943698915748b760,,2025-05-16 13:30,c1d726762d784f20943698915748b760,2018.RRGR.540,Finanz- &amp; Rechnungswesen im Kanton Bern vereinfachen: Reorganisation der rechnungsführenden Organisationseinheiten,Simplification des finances et de la comptabilité dans le canton de Berne : réorganisation des unités comptables,Motion,Motion,176-2018,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,6f683b50e178491e860526e1f9740f6d,Hans,Kipfer,Fritz Wyss;Johann Ulrich Grädel,0.0,,,,,,2018-09-03,,J,J,,,,2018-11-26,13.35–16.30,Annahme,Adoption,,,2025-05-16 13:00
06671888d8934bd8bc7335e46c91531e,M-176-2018-vorstosstext-fr,Finanz- &amp; Rechnungswesen im Kanton Bern vereinfachen: Reorganisation der rechnungsführenden Organisationseinheiten,Simplification des finances et de la comptabilité dans le canton de Berne : réorganisation des unités comptables,Vorstosstext,Texte de l`intervention,Französisch,https://ogd.parl.apps.be.ch/pdf-upload/06671888d8934bd8bc7335e46c91531e-332.pdf,c1d726762d784f20943698915748b760,,2025-05-16 13:30,c1d726762d784f20943698915748b760,2018.RRGR.540,Finanz- &amp; Rechnungswesen im Kanton Bern vereinfachen: Reorganisation der rechnungsführenden Organisationseinheiten,Simplification des finances et de la comptabilité dans le canton de Berne : réorganisation des unités comptables,Motion,Motion,176-2018,FIN Finanzdirektion,FIN Direction des finances,FIN,FIN,,,,6f683b50e178491e860526e1f9740f6d,Hans,Kipfer,Fritz Wyss;Johann Ulrich Grädel,0.0,,,,,,2018-09-03,,J,J,,,,2018-11-26,13.35–16.30,Annahme,Adoption,,,2025-05-16 13:00
